PIMGT_External_Partial_seed25,PIMGT_External_Partial_seed42,PIMGT_External_Partial_seed79,MGT_seed25,MGT_seed42,MGT_seed79,PIMGT_Internal_Partial_seed25,PIMGT_Internal_Partial_seed42,PIMGT_Internal_Partial_seed79,PIMGT_Internal_Full_seed25,PIMGT_Internal_Full_seed42,PIMGT_Internal_Full_seed79,PIMGT_External_Full_seed25,PIMGT_External_Full_seed42,PIMGT_External_Full_seed79
0.5376589788631959,0.4800384628501805,0.6011258248578417,0.629694722389633,0.5155091253193942,0.7198018821803006,0.6371581458232619,0.5167546510696411,1.2137107927690851,0.6464463447982616,0.5119922547177835,0.6820830136537552,0.6652908479625529,0.6076286485249346,0.7287239478393035
0.32685177475214006,0.3233193136751652,0.37395481792363255,0.3218706408684904,0.32523611066016284,0.3956742482429201,0.3283309944651344,0.3252882972359657,0.5368029296398161,0.3188691830770536,0.3256589157337492,0.37948952357877386,0.46400610994208946,0.46037029949101527,0.5107515528798103
0.2971830143847249,0.30023000809279354,0.31778366701169447,0.3102035492658615,0.3025765839625489,0.3113680895079266,0.3028371535918929,0.3026465445079587,0.4239179974252528,0.3064995757558129,0.3009681505235759,0.31148636903275145,0.4096119700507684,0.4120919327844273,0.42871384254910727
0.29241509674624966,0.2821125742386688,0.2904615410349586,0.31114924638108776,0.2952734343030236,0.3193379450250756,0.2926757979122075,0.28568771556019784,0.3765656263990836,0.306805100495165,0.29881028160452844,0.30194210328839044,0.3613177152519876,0.3506491652943871,0.35836289247328584
0.281041760945862,0.2744168349287726,0.2890285301614892,0.30066514814441847,0.2833286469632929,0.3013605391437357,0.3013834823261608,0.2877307177944617,0.3321712153201753,0.2916272563690489,0.2836273568597707,0.2974404185333035,0.3238423914394596,0.31707513352686706,0.33128785010088574
0.2789293583821167,0.27497792155905204,0.2844473250887611,0.2904180652715943,0.28103370422666724,0.29220218766819345,0.2931828406046737,0.28736185871741987,0.3096471845426343,0.2938460085879673,0.28255161568522447,0.2907767364247279,0.3047377538274635,0.3006418374451724,0.30981566567312585
0.2777600765905597,0.2701971629803831,0.28097268668088043,0.29550660320303657,0.2774794888767329,0.2994643380696123,0.28589094741777943,0.2796106264672496,0.30013145404783165,0.2862228740345348,0.28003463453867217,0.2900256205011498,0.2925846355882558,0.28493630466136066,0.29564302387562663
0.2774228912185539,0.27249862185933366,0.2814245742830363,0.2908815096725117,0.2770585889166052,0.297043088213964,0.2881553507663987,0.27441760267723686,0.29349666583267126,0.29294639812274414,0.2797119620848786,0.28562302318486293,0.2861848735673861,0.2812652483582497,0.29029644578695296
0.2739783013408834,0.2692297632044012,0.28059319603172217,0.2879585592584176,0.2814899199388244,0.2910991970111023,0.2892065674743869,0.27267840592698617,0.2901452248069373,0.283766915445978,0.27373474558646027,0.28196542662653057,0.27960507612336766,0.2748975379223173,0.2863453495908867
0.27592820186506617,0.2704795638268644,0.2758792247284542,0.28316732584075494,0.27515704638578675,0.2868077970363877,0.28389557633887635,0.27333432679826564,0.29316999512639913,0.28717454868284137,0.2727406204424121,0.28200644484975124,0.27960993722081184,0.27400302284143185,0.27949514429677613
0.2756676116450266,0.2689876064658165,0.27323224862868134,0.28488067009232254,0.2733339848843488,0.2840015757490288,0.2824305155060508,0.2719109943644567,0.2959707003425468,0.2822007822042162,0.27158876935189413,0.27889170944690705,0.2778555870733478,0.2712869739667936,0.27548741576346486
0.27341142547401515,0.26823794184760613,0.27202391915700647,0.28287601951848373,0.27545913532376287,0.2797486766495488,0.28690263534134086,0.27250546040860085,0.2888418396765536,0.281573481044986,0.27498632141134954,0.2780702801590616,0.27474879805337293,0.26953510161150585,0.2732771819965406
0.2722715826197104,0.2681219694289294,0.273822836916555,0.2825614308769053,0.27188062654300166,0.28079480325633827,0.27403840036554766,0.27015091356906024,0.28839222463694486,0.2773145379667932,0.2689172743396325,0.28327484286644244,0.27292332418940285,0.26881501275030045,0.2744195704433051
0.2725697866894982,0.2673417045311494,0.2717947755347599,0.2829570787874135,0.27311602451584555,0.2814147057181055,0.27987454018809577,0.2712642408230088,0.292999453978105,0.27780126881870354,0.2660490939562971,0.27789141860875216,0.2727113563906063,0.26749457649209285,0.2721024437384172
0.27125739746473054,0.2673205309293487,0.27024931243874806,0.27990476062352004,0.2712890446863392,0.27908586731011215,0.27762085565111855,0.26927182268012656,0.28589421991597525,0.28139474710280243,0.2717601841146296,0.275056710771539,0.2711213611066341,0.2672522263093428,0.27006545568054374
0.27193405933000825,0.2679730454629118,0.2717518338425593,0.28050188686360006,0.2718653240664438,0.2757208567451347,0.27979210235855795,0.2736525696786967,0.29351199113509874,0.2708273231983185,0.2692300124601884,0.27249336642297833,0.2716925201768225,0.2678149316121232,0.27129125249656766
0.271422260186889,0.2683793912557038,0.2679713671180335,0.2783338551494208,0.2697270130569285,0.2728933045132594,0.2777323554185304,0.26925602663647047,0.28800007782199166,0.2755391578105363,0.2670470049435442,0.27379252409393134,0.2709823096340353,0.2681343312967907,0.26764657524499025
0.26952697770162054,0.2669411645016887,0.27064631845463405,0.2774116379970854,0.2684485894712535,0.276721033047546,0.2718056735667315,0.2676066106693311,0.2890174818987196,0.2763319837776097,0.2681635823439468,0.2700179960917342,0.2690192990682342,0.26641905836083674,0.27025933048941875
0.2723644774068485,0.2667123342102224,0.26790365441278974,0.27541485273025246,0.268454338948835,0.27648117792877286,0.27825644978068087,0.2680259358476509,0.29155114618214695,0.2718216867609457,0.2681462317027829,0.2701371161775156,0.2719536450776187,0.26616049551151016,0.26739391603253104
0.2668825641951777,0.26592741229317407,0.2678329813209447,0.27318217415701257,0.2684223413467407,0.27283697433092374,0.27601988735524086,0.2649932267990979,0.2827010651203719,0.272565071284771,0.26931364143436604,0.2680054814300754,0.26634070907126767,0.2653808040375059,0.2671149522743442
0.270062682506713,0.26555403836748814,0.26695634587244554,0.27991227223114534,0.26772607923908665,0.27556081590327347,0.27389679984612897,0.26521520716222846,0.2815522703257474,0.27683889161456715,0.26573559567332267,0.27198072658343747,0.2695217963646759,0.26488335579633715,0.2662912126291882
0.26832746680487285,0.26403878859498287,0.2678059345619245,0.2752776149321686,0.2651417921889912,0.26984838369217784,0.27231748408891937,0.2656745586882938,0.2844928494908593,0.2729530001905832,0.2641298386183652,0.2700189918279648,0.2676102284003388,0.263452064584602,0.26713590080087835
0.2707901475104419,0.26484302214600824,0.26789705150506715,0.27624395069750873,0.26365779557011343,0.27320678437298,0.27240025793964207,0.2609449671750719,0.2843535420569507,0.2693409961055625,0.2634730076247996,0.26921495693651115,0.2700877689502456,0.2640921645543792,0.2671149478717284
0.2679172082380815,0.26550921384583814,0.26748745278878644,0.27440683536908844,0.26607153510505505,0.27235226427966897,0.2728067517957904,0.2643757080489939,0.2889810671860521,0.27375617406585,0.2646306728097525,0.2659724108874798,0.2671241374855692,0.26477411822839214,0.2667382575571537
0.26772688220847735,0.2635619642382318,0.2675068759782748,0.2759508388286287,0.2650544064966115,0.2709878118200736,0.27171825780109926,0.262765855003487,0.28313197087157854,0.26939753957770085,0.2621000878512859,0.26608561981808054,0.26697608828544617,0.2627342884513465,0.26673442294651806
0.26843782128258187,0.26460834843191233,0.2661684022031047,0.2698358097536997,0.26395519179376686,0.26766426021402534,0.26977573206478894,0.2618092462420464,0.28397609835321247,0.27013224695216526,0.2637519970536232,0.2656046507033435,0.2675845224071633,0.2637843717905608,0.26536817090077836
