rmse,mae,mape
0.3055307,0.0505648,12.514597
0.42579812,0.08150997,13.326976
0.5320962,0.110824466,15.710865
0.603176,0.13404575,18.270407
0.65126693,0.15270878,20.93664
0.6895046,0.1681874,21.554558
0.7242695,0.18163167,22.853727
0.75614697,0.19341095,24.359795
0.77692884,0.20269407,25.6616
0.8032024,0.2115618,26.446178
