rmse,mae,mape
0.30322635,0.04650154,13.907117
0.42319974,0.078863665,13.75349
0.53001803,0.1089347,15.76723
0.6018886,0.1329154,18.41774
0.6501793,0.15172175,21.263144
0.68950534,0.16733006,21.837482
0.7253478,0.1809712,23.189888
0.7585758,0.1928507,24.9108
0.78155094,0.20243457,26.50874
0.80868226,0.21128044,27.292824
