rmse,mae,mape
0.30892482,0.04646638,14.067517
0.42784712,0.078689784,11.482392
0.5338589,0.10903583,14.131789
0.6050924,0.13294162,16.478165
0.65353733,0.15206088,19.560385
0.6926506,0.16789858,20.334423
0.7285822,0.1816048,21.632164
0.761854,0.19367428,23.189726
0.7839382,0.20309854,24.519821
0.8105389,0.21203175,25.595547
